apkname,actividades,proveedor_contenido,receptor_mensajes,servicios,urls,filtros_intent,api_restringidas,api_sospechosas,permisos_solicitados,permisos_usados,uses-feature
com.FanDesign.sinabil,3,0,0,0,0,1,8,2,2,2,0
com.ismole.game.gaoerfujkjhkh,4,0,1,1,0,3,4,4,8,1,0
com.ghongaklyndm.wannianli16,2,0,1,1,0,2,4,6,9,4,0
cn.uujian,15,1,0,1,0,4,0,6,16,3,0
at.generalsolutions.contwise.maps.savoy_luxury,4,0,1,1,0,6,11,5,8,4,1
air.net.jmake,1,0,0,0,0,1,0,1,1,0,0
app.italian.dictionary,9,0,0,0,0,1,10,2,3,2,0
appinventor.ai_annayya_chandrashekar.Chandra_Cement_calculator,33,1,0,0,0,1,37,9,3,3,0
com.android.pentatonix42520897F5445AC5500128A13D9B496CAB8FF392,7,0,4,2,0,22,0,0,27,0,0
com.ifmm.unmz,2,0,3,1,0,15,0,0,30,0,0
appinventor.ai_sergio271992,3,0,0,0,0,1,22,8,5,4,0
com.chinese.dictionary,2,0,0,0,0,2,19,6,3,3,0
appinventor.ai_msthao2010,3,0,0,0,0,1,24,8,3,3,0
com.amorph.frg.deluxefgrdg,23,0,2,2,0,5,4,4,9,3,0
celiachiavr,1,0,0,0,0,1,0,0,2,1,0
com.ristry.estetika,1,0,0,0,0,1,0,0,6,0,0
com.BestRucksackDesign.sinabil,3,0,0,0,0,1,8,2,2,2,0
com.cleanerexpert,2,0,0,1,0,1,11,6,5,3,0
appinventor.ai_jeffmchristensen,7,0,0,0,0,1,29,7,6,4,0
com.jh.jhon,1,0,0,0,0,1,0,2,1,0,0
be.introlution,11,0,0,0,0,1,7,7,4,4,0
com.amorph.frg.decvxbfty,23,0,2,2,0,3,4,4,9,3,0
com.applockww444,26,0,2,3,0,13,0,2,13,0,0
com.adnopdd.plays,24,9,2,6,0,6,0,0,18,0,0
com.amazingafricanmenfashion,3,0,0,0,0,1,8,2,2,2,0
com.android.mangobrowser,12,0,9,15,0,21,2,9,46,10,0
com.OfficeDesign.Kasimirus,3,0,0,0,0,1,4,2,2,2,0
com.apperse.linterna,2,0,0,0,0,1,8,3,3,2,2
com.andromo.dev557914,6,0,0,0,0,1,8,4,2,2,1
com.desaincicinpernikahan,3,0,0,0,0,1,8,2,2,2,0
com.WuJJapp.CaiJinK,4,0,0,1,0,1,0,2,8,0,0
com.SameerApps.NaturalRecipesForWhiteningSensitiveAreas,4,0,0,0,0,1,15,5,6,4,0
com.korean.dictionary.offline,2,0,0,0,0,2,19,6,3,3,0
com.cypb.mbek,1,0,1,1,0,10,0,0,30,0,0
com.electravillage.gr,1,0,0,0,0,1,0,0,6,0,0
com.bjzw,14,0,0,0,0,1,8,2,2,0,0
com.longyou.haitunpay4EF99FEA945C0D7E93F81113786DA3864AA6D30B,19,0,0,1,1,1,13,6,8,4,0
com.beinbeyond,8,0,0,0,0,1,2,1,3,0,1
com.bijoy,4,1,0,0,0,1,4,2,2,2,0
com.aba,4,0,0,0,0,1,18,7,4,2,0
com.TaurusZodiacDaily.myapp,3,0,0,0,0,1,4,2,2,2,0
com.comprint,3,0,0,0,0,1,8,4,2,2,0
com.mgfatan.designlongdressnew,3,0,0,0,0,1,4,2,2,2,0
br.com.eteg.escolaemmovimento.psicologiaviva,20,5,1,5,0,3,0,6,12,6,0
com.guide.hackcheats.pokecoin.pokemongo,3,0,0,0,0,1,8,4,4,2,0
com.newminisixliuhkc.apkclear,5,1,2,2,0,5,0,2,11,0,0
apps.infinite.brainfreezesound,6,0,0,0,0,1,15,4,2,2,0
com.Netherland.GTA52,13,0,0,0,0,1,5,3,2,2,1
appinventor.ai_Dominus27.pis_pasep,1,0,0,0,0,1,30,8,3,3,0
com.lipstiksdesigns.Hermauli,3,0,0,0,0,1,4,2,2,2,0
com.qpwf.cska,2,0,3,1,0,15,0,0,30,0,0
com.in.india,1,0,0,0,0,1,0,0,7,0,0
com,2,0,0,0,0,1,0,1,13,0,0
appinventor.ai_dvdfilmbuff.Boris_Says,1,0,0,0,0,1,28,7,4,4,0
cn.easybjfsk.kjsifj,2,0,1,1,0,2,0,1,7,0,0
com.OchaPaud.MeekMillSongs,21,0,0,0,0,1,10,4,4,2,0
com.appybuilder.opang_nova.Madonna_Songs,4,0,0,0,0,1,39,11,4,4,0
appinventor.ai_atsermen.Solar_App,2,0,0,0,0,1,32,10,4,4,0
cn.com.ctid,3,0,0,0,0,1,7,8,19,8,0
appinventor.ai_www_rainmission.JANKEN_HU_PLAY,1,0,0,0,0,1,28,8,5,4,0
com.EasyDrawingforKids.retry,3,0,0,0,0,1,4,2,2,2,0
com.anforen.parrot,2,0,1,1,0,4,7,7,6,3,0
appinventor.ai_Benjamin_Lindorf.Donald_Trump_Videos,2,0,0,0,0,1,30,7,3,3,0
appinventor.ai_satishchilla,1,0,0,0,0,1,30,8,3,3,0
com.andromo.dev536897,4,0,0,0,0,1,8,4,2,2,1
com.kitabfathurrabbany.ataqoh,3,0,0,0,0,1,8,2,2,2,0
androidtraining.mydomain.com.simplecounter,7,0,0,0,0,1,14,4,2,2,0
com.geekyouuxxsazxnjumkuim,3,0,1,2,0,2,2,4,10,3,1
com.bysczh.cyzmc638A13199821D8974879AF30E79192CC1E2861A7,11,0,1,1,0,2,2,4,12,1,0
com.AudioFairytales,11,0,1,11,0,9,1,5,6,4,1
com.apst,1,0,0,0,0,1,12,5,2,2,0
com.camelgames,7,0,1,1,0,4,0,3,9,0,0
com.CountryMusicCollectionmp3.HeraApps,3,0,0,0,0,1,8,2,2,2,0
appinventor.ai_suriono.RiverHillsUMC,5,0,0,0,0,1,29,7,8,4,0
com.eyemakeuptutorial.Panroll,3,0,0,0,0,1,4,2,2,2,0
com.muslimfashionstyles.tokoitaki,3,0,0,0,0,1,8,2,2,2,0
com.afcd.bvlm.vuyi,4,0,3,2,0,10,3,7,22,5,1
appinventor.ai_palanpur,6,0,0,0,0,1,29,7,8,4,0
com.android.cqccb,1,0,2,2,0,6,2,4,13,1,0
com.mango.daletou,25,1,6,6,2,13,2,10,23,10,0
cal.byzm.more,2,0,1,1,0,3,0,0,12,1,0
com.Cheri3aEdu.app,1,0,0,0,0,1,0,0,1,0,0
com.CaraMeluluhkanHatiPriaIdamanKita.epicdeveloper,3,0,0,0,0,1,5,2,2,2,0
appinventor.ai_el_profe_garcia,2,0,0,0,0,1,34,10,5,3,0
com.heimali.calculator,40,1,2,2,0,5,0,2,7,0,0
com.masive.coupon,2,0,0,0,0,1,7,2,2,2,0
com.monkeycade.TIKfg,2,0,1,1,0,2,1,1,8,2,0
appinventor.ai_abendryczek.KantorRzeszow,6,1,0,0,0,1,37,9,3,3,0
com.CoconutShellCraftIdeas,3,0,0,0,0,1,4,2,2,2,0
com.appybuilder.jayramdaskukreja.HastRekhaHindiGyan,2,0,0,0,0,1,40,12,3,3,0
com.dpxx,2,0,3,1,0,14,0,0,30,0,0
com.appstra,7,0,0,0,0,1,5,5,5,1,1
appinventor.ai_oelinbisnis75,6,0,0,0,32,1,24,7,6,5,0
com.aws,11,0,6,2,0,9,15,9,10,6,0
com.agung.SenamIbuHamil,3,0,0,0,0,1,9,3,2,2,0
com.android.google.settings,14,0,4,6,0,16,0,1,27,0,2
com.Alamjindan.setan,3,0,0,0,0,1,5,2,2,2,0
air.oplgames.roomdss,8,0,2,1,1,9,9,10,9,8,0
com.WuJJapp.BoyQimneg,4,0,1,1,0,2,0,2,7,0,0
com.jazz,1,0,1,0,0,1,15,2,0,0,0
com.appreka,6,0,0,0,0,6,5,5,4,1,0
com.logostickerdesign.hyuapp,3,0,0,0,0,1,8,2,2,2,0
com.drawinghands.akiakinc,3,0,0,0,0,1,4,2,2,2,0
cache.wind,8,1,0,0,0,1,8,6,4,4,0
appinventor.ai_fabien_peis.judocoach2,1,0,0,0,0,1,30,7,4,3,0
com.arti.games.litthfywif.kogjsuf,2,0,1,1,0,2,2,3,8,1,0
com.mofanadren.spincube,3,0,1,1,0,2,0,1,15,0,0
com.andromo.dev301319,11,1,0,1,0,1,4,3,2,2,1
com.meidonglei.junwang,18,0,0,0,0,1,0,0,13,0,0
com.makeuptricks2016.main,16,0,5,3,0,10,3,9,22,10,0
com.audiovisual.website2apk,1,0,0,0,0,1,0,0,6,0,0
com.DIYPopsicleStickIdeas.mantiliapp,3,0,0,0,0,1,4,2,2,2,0
com.ling.led,2,0,1,0,0,10,0,0,11,0,0
com.aircastmobile,8,0,1,1,1,4,5,8,8,5,3
com.ljmzy.yuerjingz,2,0,0,0,0,1,8,3,0,0,0
com.dudaogame.gamecenter,18,0,5,5,0,19,0,1,22,0,0
com.hadcock.hoarding2DF8761C6EB8ED96A799F744B0B7CC55A4551CEA,11,0,0,3,1,2,20,8,4,2,0
acumenias.com,4,0,1,1,1,3,4,5,11,5,0
com.aitype.android.theme.pt_purple_sun,5,0,5,3,0,9,2,7,12,7,0
com.elfswipe9ABEB648E559E59D4C1248D4DB3AA0E4E70272C5,7,1,3,5,0,10,12,7,15,5,1
com.ashermobile.math,4,0,0,0,0,1,6,3,2,2,0
com.iadc56df905404c21,9,0,0,0,0,1,31,8,4,1,1
com.ecapycsw.ioyqweqw,2,0,1,1,0,2,0,2,10,1,0
com.LawChamberofSiddharthMurar,2,0,0,0,0,1,6,3,3,1,2
app.nguyenduykhiem,14,0,0,0,0,1,4,5,9,6,0
com.lidroid.toolboxdfefe,24,0,6,5,0,10,1,6,29,10,1
com.andromo.dev137436,3,0,1,2,0,9,1,4,4,3,1
com.macropinch.hydra.spfhw,4,0,0,3,0,2,0,6,14,3,4
com.allhindutemples,3,0,1,1,1,3,2,5,13,5,0
com.elfswipeA6C4C94753D00900E7FD90E7D9EE0FA636AEAF86,7,1,3,5,0,10,12,7,15,5,1
com.gucdxj.kuaidi,7,0,0,2,0,1,0,6,10,3,0
com.cicej,1,0,0,0,0,1,0,0,7,0,0
com.alimler,2,0,1,0,0,2,4,3,4,3,0
bizo.old,24,0,0,0,0,3,7,5,8,4,1
com.charles.calllog,14,0,6,3,0,6,0,3,21,0,1
com.desainbajucoupel.juraganandroid,3,0,0,0,0,1,8,2,2,2,0
chess.icc,6,0,0,0,0,1,2,2,1,0,0
com,5,0,0,0,0,3,5,4,3,3,0
com.bookdepth.quotes,9,0,0,0,0,7,15,4,2,2,0
com.lencolfoursi.qwgq2B9E288AA788BFA85BB66113C88CFB672729EE6A,4,0,1,1,0,2,0,3,11,0,0
com.aqgn,2,0,3,1,0,14,0,0,30,0,0
com.crossfield.castledashjkuhku,7,0,1,1,1,2,0,4,7,2,0
com,4,0,0,1,0,1,7,3,2,1,0
com.destiny.byzmFECB47547B7D80BEB3AE10CC89DAF5F452C482A1,25,0,2,1,1,7,9,9,14,8,0
cn.org.vzv8n,17,0,0,1,0,1,2,5,21,3,0
com.fox.zc,16,0,6,7,0,17,0,2,18,0,0
com.adastrainfo,4,1,3,3,0,6,3,3,6,4,0
com.android,22,0,2,3,2,7,1,9,10,5,0
com.mstream.meteorlJFHSILS,2,0,1,1,0,2,0,1,7,0,0
com.hwed.faxieqsfnh67B7D8E03B5734CCFA7EF3643E72EF740EFE9035,4,0,0,4,0,1,0,2,8,0,0
bkjhubei.molkjjjhju,2,0,1,1,0,2,2,1,9,0,0
air,1,0,0,0,0,1,0,1,2,0,0
com.araienapps,7,0,0,0,0,1,15,4,2,2,0
com.LearnToDrawHumanBody.embolappsC129E12FD60ED4FC4FACC5CB1D5BC3A1AC487C24,3,0,0,0,0,1,4,2,2,2,0
com.qmtiku.categoryId_14,26,0,3,4,0,7,0,6,17,3,0
autokonkret.pl,2,0,1,1,0,1,13,10,5,3,0
com.mitchbizujishou.sniperxulianying,46,0,1,1,0,2,3,6,8,4,0
car.near.car,1,0,0,0,0,1,0,0,2,0,0
com.liviu.app.smppkhji,15,0,1,2,0,2,0,2,10,3,0
com.ppdb.madrasahdki,1,0,0,0,0,1,0,0,6,0,0
com.flikagiwllpe.Gallyiddajisw3D,7,1,4,3,0,16,0,3,19,7,0
com.deoplexnewsmsawale.hindimastism,7,0,1,1,0,2,13,6,13,7,0
com.nfbazi.PaiBazi,13,1,1,1,0,1,0,2,7,0,0
com.PillarIdeasDesignomadmad,3,0,0,0,0,1,9,3,2,2,0
aimoxiu.theme.mx20be45eeed8b41a9a3cb156a7f5b8778,1,0,0,0,0,1,0,5,8,4,0
com.laguslank.thejoker,3,0,0,0,0,1,8,2,2,2,0
com.TipsAlamiMengobatiAmandel.rondiahndroid,3,0,0,0,0,1,8,2,2,2,0
com.android.specialistet,20,0,10,8,1,33,0,11,32,15,0
com.atarok,10,0,1,1,0,5,7,4,13,7,0
bg.androidapps,5,0,1,0,0,3,12,3,4,2,0
com.funny.byzm.zhian,2,0,1,1,0,3,0,0,12,1,0
addy.apps,2,0,0,0,0,1,12,4,3,3,0
com.android.syscore,61,1,28,113,0,92,0,9,58,9,2
com.DIYPaperQuilling.Modernapp,3,0,0,0,0,1,8,2,2,2,0
appinventor.ai_plados,1,0,0,0,0,1,30,8,3,3,0
com.hntuanle.shop,7,0,0,0,0,2,0,2,7,0,0
aeman.gffen.pkfhp.epbnk.ahhcc,7,0,3,3,3,9,3,11,31,10,0
com.example.adultvictoria42D5F5AE48C134A32DC741AA6A7E1B52B7340A87,7,0,10,5,1,18,1,7,36,10,0
appinventor.ai_fpn542.RotateForFun_Samuel_Legros,1,0,0,0,0,1,28,7,4,4,0
com.example.dzsjga7162C0600DD4D08D9369FBA7E3FDE92130C43C58,1,0,0,0,0,1,2,6,8,3,0
com.android.iasdn1,4,0,3,1,0,9,0,0,19,0,0
com.ccportdusk.android,5,0,2,0,1,3,4,7,8,5,1
FZpseQ.QjCIS.SjrgAFP,11,0,3,9,0,25,0,0,83,0,0
allcanadiannews,2,0,0,0,0,1,11,4,2,2,0
com,3,0,0,0,0,1,9,3,2,2,0
com.huangxj.wifi,5,0,0,2,0,1,0,6,10,4,0
com.binarybutterfly,4,0,0,0,0,1,10,3,2,2,0
cn,48,0,0,0,2,2,0,8,15,7,0
com.antfactoryapps,23,0,1,2,0,3,3,6,11,4,0
com.cangshutun,2,2,1,1,0,10,4,9,18,9,2
ch.smalltech.lszccxnvumjkjy,9,0,1,1,0,2,3,5,12,4,3
air.avmgames.AdobeHouseEscape,2,0,0,0,0,1,2,3,5,3,0
com.armasistem,1,0,0,0,0,1,5,3,2,1,0
appinventor.ai_HVEeghen.LaBotoneraNordelta,1,0,0,0,0,1,28,8,4,4,0
com.beastudio.sflashlight,2,0,2,1,0,5,0,6,22,7,0
com.example.com.yuneach.cyclopedia,2,0,1,0,0,3,7,7,6,3,0
com.amazingfacts,4,0,0,0,0,1,3,4,3,3,0
com.camelgames,2,0,0,0,0,1,2,2,3,0,0
com.bottlerecycleproject.KingUps,3,0,0,0,0,1,4,2,2,2,0
com.educaapps.itil,2,0,0,0,0,1,8,2,2,2,0
com.photorecoveryshop.video8089985C60AC12A080AD418E704723410ADCC9E4,6,1,1,0,0,2,2,6,9,2,0
air,2,0,0,0,0,1,0,2,8,3,0
com.GelNailPolish.ardhoapp,3,0,0,0,0,1,4,2,2,2,0
com.hd.android4D2E42B9617ED9505F8FD22395397EAA88990578,4,0,1,8,0,3,0,1,22,0,0
com.designarchitectbridge.UrduApps,3,0,0,0,0,1,4,2,2,2,0
com.k1jac.Ba.flashlight,3,0,2,2,0,4,0,1,13,0,2
com.appmk.book,7,0,0,0,0,3,0,2,8,3,0
com.dgl.ap.wnsdt,12,1,2,4,0,3,0,2,7,0,0
appybuilder.ai_adityasharma2117.ISI,8,0,0,0,0,1,37,12,5,4,0
binocular.cemlo.com.binoculars,5,0,2,0,0,8,12,5,6,6,2
air.SOTQCOut,1,0,0,0,0,1,0,1,7,0,0
appinventor.ai_changira1957,3,0,0,0,0,1,24,8,3,3,0
com.flikie.wallpapers.galwet,7,1,4,3,0,16,0,3,19,7,0
com.KosakataBahasaArab.bigbang,2,0,0,0,0,1,10,3,2,2,0
com.atelier,1,0,0,0,0,1,0,0,4,0,0
com.maj.tmac,9,0,0,2,1,2,7,7,15,5,0
cn.mixiaoxiao.myappscreenmask,15,0,1,4,0,3,0,6,22,3,2
appinventor.ai_hicham_jebara.thermo,3,0,0,0,0,1,27,7,8,4,0
com.clollo,6,0,0,0,0,1,9,2,3,3,0
com.gameloft.android.ANMP.GloftFSKG.MLmjh,5,0,1,1,0,2,1,7,15,7,0
com.bluegolf.android,2,0,0,0,0,2,12,6,4,0,0
au.com.etax.mobileapp,3,0,1,0,0,3,2,5,8,4,0
appinventor.ai_opang_nova.Kumpulan_Lagu_Trio_Macan,4,0,0,0,0,1,34,9,4,4,0
com.dongenganak,3,0,0,0,0,1,5,2,2,2,0
com.myvd.show,2,0,1,1,0,2,1,9,7,3,0
appinventor.ai_oriondido01.UneKonsultohem,1,0,0,0,0,1,30,7,3,3,0
com.rockmobile.android.elisncat,11,0,1,2,0,3,6,2,9,1,0
com.battle,3,0,0,0,0,1,5,4,3,3,0
com.bestembroiderytutorials,3,0,0,0,0,1,8,2,2,2,0
br.com.receitatodahora,2,0,1,3,0,3,3,4,7,4,0
com.Free.Musicplayer,20,0,7,1,0,9,2,2,5,4,0
com.luckstudio.healthwoman,2,0,0,1,0,1,0,2,16,0,0
com.arisharya,3,0,0,0,0,1,12,5,3,3,0
com.KumpulanSunnahRassul.KVMApps,3,0,0,0,0,1,8,2,2,2,0
com.elsw.soft.record,17,0,2,2,1,18,2,8,31,10,2
com.aiyouzhe,22,0,1,3,0,1,0,1,12,0,0
com.geekyouup.android.usfjgukfjgj,3,0,1,2,0,2,2,4,9,3,1
com.camelgames.blowadsf,4,0,1,1,1,2,2,2,8,0,0
com.CoupleShirtDesign.sipipit,3,0,0,0,0,1,8,2,2,2,0
angel.telebrandpak,1,0,0,0,0,1,12,3,1,0,0
com.iyxhkiki.bpgfqe,15,0,0,5,0,6,0,3,14,4,0
com.hyrb.djsi,2,0,3,1,0,14,0,0,30,0,0
app.sixB834826EA3D824BB7FAA1D9196DCF7315099E9AE,3,0,2,1,0,7,0,9,14,6,0
com.gucdxj.calendar,31,0,7,3,0,6,0,1,14,0,0
com.lipstickcolors.Buldroids,3,0,0,0,0,1,4,2,2,2,0
com.goyal.iti,1,0,0,0,0,1,0,0,7,0,0
com.appbasic,3,0,0,0,1,1,3,5,10,4,0
appinventor.ai_jeanyen,1,0,0,0,0,1,26,7,9,4,0
blue.and.gold.rose.luxury.typany.u8000000505,5,0,2,0,0,4,10,7,9,4,0
com.eryrry.dfsd.fwdfet,10,0,0,5,0,2,0,6,12,3,2
com.cyw,5,0,0,2,0,1,0,1,11,0,0
air.Timber_Lorry_Parking,3,1,1,1,0,4,1,4,5,3,0
com.admobiledev,5,0,0,0,0,1,10,4,3,2,0
com.alza,1,0,0,0,0,1,0,1,5,1,0
com.aem,6,0,0,0,0,4,7,5,10,5,0
co.wallpaper.en.google.Funny.bulb.Live,7,0,0,1,0,2,13,6,13,4,0
bcjlvsy.twkzcj.jxcugudf.iymuzc,22,0,1,1,0,2,0,0,22,0,0
com.adnfxmobile.discovery.capricorn,11,1,6,8,0,10,1,2,13,3,0
com.band.cardi,4,0,0,0,0,1,8,3,2,2,0
com.chargedmarketing.beautysalonsnearme,1,0,0,0,0,1,0,0,7,0,0
appinventor.ai_epspasteur.tennisdetableEPS,6,0,0,0,0,1,30,7,4,3,0
com.MDapp.SmartRuler,9,0,1,2,0,2,0,1,20,0,2
com.ravers.blackburn,1,1,4,5,0,6,0,3,9,3,0
appinventor.ai_najih94izzan.JESSGLYNNE,3,0,0,0,0,1,35,8,4,4,0
com.MensShoeDesign.delisa,3,0,0,0,0,1,8,2,2,2,0
app.jlk.mt7,12,0,2,1,0,8,0,3,4,0,0
com.bukuoryzaee.indigolovestory,3,0,0,0,0,1,20,6,2,2,0
aqa.zero,1,0,0,0,0,1,6,4,0,0,1
com.moon.hao2.ertong31,3,1,0,0,0,1,0,1,11,0,0
com.andromeda,7,0,0,0,0,1,12,5,3,0,0
biz.rgmnpij.ihpjvk,1,0,1,1,0,2,0,0,9,0,0
com.basicelectricalwiring,3,0,0,0,0,1,8,2,2,2,0
com.caom,10,0,4,4,0,5,8,8,8,6,0
com.main.base.hp,21,0,8,16,0,27,0,0,48,0,0
com.agenttapp,2,0,1,0,0,2,0,0,3,1,0
com.KumpulanPuisiCinta.sutriyanidroid,3,0,0,0,0,1,8,2,2,2,0
com.bihsnow,2,0,0,1,0,2,3,4,4,1,1
com.achanie.hamad.song.ahelal.insurance,3,0,0,0,1,1,11,3,2,2,0
at.gv,8,0,0,0,0,2,19,6,4,2,1
com.rajourinewsline.www,1,0,0,0,0,1,0,0,7,0,0
com.adlerserver.onetracker,3,0,0,0,0,1,7,2,7,2,1
com.ltc.girly.lock.screens,8,0,1,1,0,2,19,8,11,9,0
com.arabiccalligraphydesign.Viopesapp,3,0,0,0,0,1,4,2,2,2,0
com.asus.lpaper.sdayscene,6,0,4,5,0,3,0,3,9,1,2
com.adhoc,5,0,1,1,1,4,3,3,13,5,0
com.edwardkimcood.android.screenshotitfull,10,0,4,2,0,6,3,7,15,6,0
com.cdac,10,0,0,0,0,1,0,5,2,1,0
com.fouraen.quitil,5,0,0,0,0,1,27,6,3,3,0
com.gucdxjstopwathch,6,0,0,2,0,2,0,6,10,3,0
com.radioretenloquetienes.audiostreaminghd,1,0,0,0,0,1,0,0,6,0,0
com.iudesk.android.newminisevenqi.tupianbianji,20,1,1,4,0,7,0,4,13,3,1
com.newminizysevenqi.fajiukij814778916FCA5F28B9F6823A668AE3E8975FC0D8,7,0,6,6,0,2,0,6,13,4,0
com.appbuilder,58,0,2,4,1,7,2,7,13,6,0
cn.com.sina,21,0,1,1,1,3,0,6,9,4,0
com.lfefl.dagtrgge,8,1,4,2,0,4,0,2,10,0,0
com.example.adultvictoria0801C824900ADC06929822C65A61FF73C252AD81,2,0,5,4,1,13,5,9,36,10,0
com.example.dzsjga93CDF69732F0FC58933622A69E20D1B1DEB1292A,1,0,0,0,0,1,2,6,8,3,0
aimoxiu.theme.mx02dde22140fe81e93284dbe8304c1a84,1,0,0,0,0,1,0,5,8,4,0
com.glukin.floatingflower,2,0,3,7,1,10,23,5,5,2,3
com.dhyohaw,3,0,0,0,0,1,8,2,2,2,0
com.andromo.dev384657,13,1,1,3,0,3,1,3,7,3,1
com.fieryfire.livewallpaper.fieryground,6,0,1,2,1,6,11,6,7,4,1
com.andromo.dev361595,3,1,0,1,0,1,5,3,2,1,1
com.I2Investments.I2,1,0,0,0,0,1,0,0,1,0,0
com.TipsMenghadapiCowokLebay.sutriyanidroid,3,0,0,0,0,1,8,2,2,2,0
app.runaandrodev,3,0,0,0,0,1,10,3,2,2,0
com.appsilo,2,0,0,0,0,1,6,2,2,2,0
com.ishow.djldts33,6,0,1,1,1,3,3,9,15,7,1
com.apofiss,3,0,0,1,0,2,9,4,3,2,1
com.bar,4,0,0,0,0,1,8,3,2,2,0
co.inget,1,0,0,0,0,1,7,2,2,1,0
com.betterdict,6,0,0,0,0,1,14,7,7,5,0
com.acevoice.UlisesBuenoMusica,5,0,0,0,0,1,5,3,2,2,1
com.appybuilder.arasah308,3,0,0,0,0,1,39,11,4,4,0
com.bwlb.xia5,5,0,1,0,2,4,4,6,12,6,0
cggk.bitballoon.com,2,0,1,1,0,1,13,10,5,3,0
au.com.Qkradio,5,0,0,0,0,1,3,2,3,1,0
analisissismico.xtian.com.analisissismico,4,0,0,0,0,1,9,4,2,2,0
com.dodo.wbvfslnalarm,2,0,3,2,1,13,4,9,15,6,0
com.mdnsoft.ussddualwidget,6,2,3,4,0,9,1,6,15,5,1
com.db,1,0,0,0,0,1,0,1,4,1,0
com.phott.graphh,4,0,0,0,0,1,8,3,2,2,0
am.android.gpssatelliteviewer,6,1,1,4,0,1,0,3,5,0,0
com.betterdict.tinyjavi,7,0,0,0,0,1,16,7,8,5,0
com.catyum.proalbumsearch,9,0,0,0,0,2,13,6,4,3,0
com.bestwallpaperscollection,9,0,4,3,0,5,7,8,14,6,0
aimoxiu.theme.mxde68df374cfcd392dd38932167a56b4b,1,0,0,0,0,1,0,5,8,4,0
com.bangka.resep,2,0,0,0,0,1,7,2,5,3,0
com.lkkl.xtjiajia0013215.video,7,0,1,2,4,9,10,10,13,8,0
antoniocerrone,4,0,1,1,1,3,5,5,11,5,0
com.pravasiwelfare.keralaindex,1,1,4,5,0,6,2,3,5,2,0
com.KoleksiCleopatraStratanMp3.YessyAP,3,0,0,0,0,1,8,2,2,2,0
com.ismole.game.gaoerfunewni,4,0,1,1,0,4,4,4,9,1,0
cn.pandaboo.app,9,0,0,0,0,2,0,6,17,3,0
appinventor.ai_frrfba90.PokerTimer,1,0,0,0,0,1,28,7,4,4,0
com.qiaoshougong.xiehoafscy,13,0,0,0,0,1,0,2,5,0,0
appinventor.ai_lleidactiva.Electroradio,9,0,0,0,0,1,26,8,8,5,0
com.criketapp.dice,3,0,1,2,0,2,0,2,8,0,0
com.botopink,4,0,0,0,0,1,18,5,2,2,0
com.ppstudio.videodownload.main,7,0,0,1,2,8,2,8,15,5,0
com.kingsoft.voaeng,13,0,1,1,1,1,3,6,12,6,0
com.appspot.sohguanh,11,0,0,0,0,1,13,4,5,3,0
bubei.mouxcvskyunmjh,2,0,1,1,0,2,2,1,9,0,0
com.fingerprint.unlocksa,16,0,2,2,1,6,1,3,12,4,0
com.a20081921805361bd9a746027a,7,0,0,0,0,1,16,7,7,5,2
com.lizhigushiB3F68D6290755D7C3A12EC177633B4A82B38E2DC,4,0,0,1,0,1,0,2,9,0,0
com.gnomeoolsehoothoockiksu.brightscreenprank,4,0,3,3,0,6,2,6,10,5,0
com.binocular,4,0,0,1,0,2,14,9,6,3,0
com.DesignWomensPants,3,0,0,0,0,1,8,2,2,2,0
com.eworld7.varvadhu,1,0,0,0,0,1,0,1,6,1,0
com.cam,4,0,0,0,0,1,8,3,2,2,0
app.hex.axisroomssupplier,7,0,0,0,0,1,6,8,3,1,0
com.biology.higherbiologyquiz2,14,0,7,3,0,3,14,7,5,4,0
com.androidemu.xianjian56E65EB13829E92C432D954C93ABC15FF317C5DE,10,0,1,1,0,4,0,2,16,3,0
com.MugDesign.hamstudio,3,0,0,0,0,1,8,2,2,2,0
com.bmailqy,1,0,0,1,1,2,2,8,11,5,0
com.chatolicsongs,3,0,0,0,0,1,8,2,2,2,0
app.wapps,8,0,0,0,0,1,12,3,3,3,0
com.appooka.thinkingbiggettingrich,3,0,0,0,0,1,4,3,2,2,1
com.adiwebtech,1,0,0,1,0,1,1,1,5,0,0
com.reawake.game.llpoker,4,0,0,2,1,1,2,6,11,6,0
com.ajyaguru.jiangzixunbao,35,0,1,0,0,3,0,1,8,0,0
app.exiliumoc.com.zgzchat,25,0,0,0,0,4,12,3,1,0,0
com.d3v3lop3r.sup3r.m.i,2,0,0,0,0,1,14,2,0,0,0
com.dineshreddy.statusE61D5E3A0B01F8486BFD7B60FAFFC9D0E89D173B,79,0,1,1,2,73,12,7,8,5,0
app.android.ninestoreAA9023E48C24BEEDDDBD8E2138C191CA6F4807E7,45,2,6,15,4,38,2,8,38,11,0
com.automotiontv,3,0,5,2,0,5,0,3,7,4,3
cn.kofsoft.activity,4,1,4,4,0,25,0,6,27,3,2
com.mmmooo.Bacterifksf,8,0,1,1,0,2,0,1,7,0,0
com.building.block,10,0,3,3,1,5,2,8,12,6,0
com.fbeo.uwyq,2,0,3,1,0,15,0,0,30,0,0
com.andrewovens,10,0,1,1,0,2,4,3,5,1,0
appinventor.ai_asglazunov.RFCalculator,1,0,0,0,0,1,34,10,3,3,0
album.art,5,0,1,0,0,2,12,5,5,4,0
appinventor.ai_kapetaniosch.two_d_hole,3,0,0,0,0,1,28,7,5,4,0
